Date;Aggregated Version;Version;RELEASE;Changes;General;General Category
12.07.2014;2.0;2.0;MINOR;"JMX GUI: fixed occasional ArrayIndexOutOfBoundsException after pressing ""reconfigure with XML below"". (Fixed in RC2, but wasn't included in release notes.) Fixes LOG4J2-538.";Fix exception;Bug fix
12.07.2014;2.0;2.0;MINOR;AsyncLoggerContextSelector should ensure that different AsyncLoggerContext objects created by web app classloaders have unique names. Fixes LOG4J2-666.;Fix wrong implementation;Bug fix
12.07.2014;2.0;2.0;MINOR;Fix annotation processor warnings on JDK 1.7+. Fixes LOG4J2-683. Thanks to Jurriaan Mous.;Fix annotation;Bug fix
12.07.2014;2.0;2.0;MINOR;Fix strange compilation error that popped up in a test class. Fixes LOG4J2-694.;Fix compilation error;Bug fix
12.07.2014;2.0;2.0;MINOR;Update documentation to specify only Maven 3 is supported. Fixes LOG4J2-692.;Update docs;Documentation
12.07.2014;2.0;2.0;MINOR;"Log4j Web test dependencies should be in scope ""test"" in the pom. Fixes LOG4J2-690. Thanks to Philip Helger.";Code restructuring;Code redesign
12.07.2014;2.0;2.0;MINOR;Special characters (tab and so on) in PatternLayout do not work. Fixes LOG4J2-682. Thanks to Scott Harrington.;Fix special characters;Bug fix
12.07.2014;2.0;2.0;MINOR;Make org.apache.logging.log4j.core.layout.AbstractLayout immutable. Fixes LOG4J2-685.;Fix wrong implementation;Bug fix
12.07.2014;2.0;2.0;MINOR;	Core's OptionConverter support for \b is broken (affects PatternLayout). Fixes LOG4J2-686.;Broken support;Bug fix
12.07.2014;2.0;2.0;MINOR;Rename org.apache.logging.log4j.core.util.Closer.closeSilent() to closeSilently(). Fixes LOG4J2-687.;Renaming;Maintainability improvement
12.07.2014;2.0;2.0;MINOR;Make org.apache.logging.log4j.core.layout.PatternLayout immutable. Fixes LOG4J2-688.;Dependency update;Update dependency
12.07.2014;2.0;2.0;MINOR;Update Jackson to 2.4.1. Fixes LOG4J2-689.;Dependency update;Update dependency
12.07.2014;2.0;2.0;MINOR;Some exceptions are not logged when configuration problems are detected. Fixes LOG4J2-707.;Fix exceptions;Bug fix
12.07.2014;2.0;2.0;MINOR;Update Apache Commons Logging to 1.2 from 1.1.3. Fixes LOG4J2-709.	;Update dependency;Update dependency
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;;;
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;RollingFile and RollingRandomAccessFile now write the layout footer before rollover. Fixes LOG4J2-675.;Change behaviour;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;RollingRandomAccessFile now writes the layout header after rollover. Fixes LOG4J2-581. Thanks to Alexander Khokhlov.;Change behaviour;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;RollingFileManager now correctly honours the bufferedIO configuration after rollover. Fixes LOG4J2-622. Thanks to Farooq Khan.;Fix wrong implementation;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Made RollingFileAppender buffer size configurable. Fixes LOG4J2-674.;Change buffer size;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Improved documentation regarding log4j status logger. Fixes LOG4J2-141. Thanks to Joern Huxhorn.;Improve docs;Documentation
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;"Fixed issue with ""Reconfigure using XML below"" function in JMX Client GUI. ConfigurationSource is now a top-level class and can be obtained with Configuration.getConfigurationSource(). LoggerContext.getConfiguration().getConfigurationSource() provides a reliable public method for obtaining a logger context's configuration location and content. Fixes LOG4J2-539. Thanks to Colin Froggatt.";Fix wrong implementation;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Invalid XML configuration files do not prevent the config file from being checked again. Fixes LOG4J2-619. Thanks to Scott Harrington.;Fix XML configuration files;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;JMX: Updating a Logger's level via jConsole now correctly takes effect. Fixes LOG4J2-637. Thanks to Mansoor Sajjad, Jon Wilmoth.;Fix jConsole;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Correctly process log events when combining AsyncLoggers with AsyncAppender. Fixes LOG4J2-668.;Fix wrong implementation;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Prevent NPE when combining AsyncLoggers with AsyncLoggerConfigs. Fixes LOG4J2-669.;Fix implementaion;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Create an appender to route log events to the ServletContext log. Fixes LOG4J2-42.;Add appender;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;upport default value for missing key in look ups with fallbacking to looking in the properties map. Fixes LOG4J2-419. Thanks to Woonsan Ko.;Add support;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;FlumeAvroManager now always uses a client type of default_failover. Fixes LOG4J2-563. Thanks to Michael Friedmann.;Support client type;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Allow configuration files to be located as Servlet Context resources. Fixes LOG4J2-554.;Change policy;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Reset rollover time when size rollover is triggered. Fixes LOG4J2-535.;Fix implementaion;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Moved plugin cache file to META-INF for OSGi compatibility. Fixes LOG4J2-664.;Move plugin cache;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Fix NPE that can be caused by a null ThreadContextClassLoader. Fixes LOG4J2-640.;Fix;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add Vagrantfile for testing in GNU+Linux. Fixes LOG4J2-655.;Add feature;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Log4j 2 throws ArrayIndexOutOfBoundsException. Fixes LOG4J2-651.;Fix exception;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add log4j-perf module to provide a home for all log4j performance tests. Add support for JMH microbenchmark performance tests. Fixes LOG4J2-654.;Add module;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add support for default plugin values and attributes. Fixes LOG4J2-652.;Add support;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add support for types other than String for plugin factory values/attributes. Fixes LOG4J2-598.;Add support;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Refactor Log4jLogEvent to lazily create ThrowableProxy. Fixes LOG4J2-250.;Code refactor;Maintainability improvement
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Upgrade to Flume 1.5.0. Fixes LOG4J2-647.;Dependency update;Update dependency
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Implement a SecureSocketAppender and secure server (SSL/TLS). Fixes LOG4J2-644.;Secure server;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Merge the TLS Syslog appender into the Syslog appender. Fixes LOG4J2-646.;Code changes;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Perform reconfiguration in a separate thread to prevent deadlocks. Fixes LOG4J2-620.;Fix threading;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Override commons-logging dependency version in tests. Fixes LOG4J2-641.	;Fix dependencies;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Prevent NPE in AsyncLogger and AsyncLoggerConfig if logger is used after log4j has been shut down. Fixes LOG4J2-639. Thanks to Mck SembWever.	;Fix Bug;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;FailoverAppender was not resetting its status after the primary appender recovered. Fixes LOG4J2-469.;Fix wrong implementation;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Generate MDC properties as a JSON map in JSONLayout. Fixes LOG4J2-623.;Generate MDC properties;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Made RollingRandomAccessFileAppender buffer size configurable. Fixes LOG4J2-566. Thanks to Luigi Alice.;Change buffer size;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Resolved issue where AsyncAppender dropped events if queue still contained events when application is stopped. Fixes LOG4J2-520. Thanks to JavaTech, Andre Bogus.;Fix issue;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Resolved a problem with the previous solution for LOG4J2-392 that resulted in dropped events when using AsyncLoggerConfig with slow appenders when application is stopped. Fixes LOG4J2-392. Thanks to Andre Bogus.	;Fix problem;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;The OSGi version of log4j-web imports Servlet 2.5 at minimum instead of 3.0. Fixes LOG4J2-613.;Update dependency;Update dependency
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Unit tests are now less verbose during the build process. Fixes LOG4J2-602.;Improve tests;Quality assurance
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Fix shutdown thread memory leak in servlet containers. Fixes LOG4J2-570.;Fix memory leak;Memory improvement
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Use Clock to generate all log event timestamps, not just for Async Loggers. Fixes LOG4J2-628.;Fix wrong implementation;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Document the system properties used in Log4J 2. Fixes LOG4J2-629.;Add documentation;Documentation
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;	Make Throwable transient in ThrowableProxy. Fixes LOG4J2-542.;Make Throwable transient;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Update SLF4J to 1.7.7. Fixes LOG4J2-617.;Update dependency;Update dependency
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Update Jackson to 2.3.3. Fixes LOG4J2-616.;Update dependency;Update dependency
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;During shutdown, a NullPointerException could be thrown due to the NullConfiguration class no longer being available to the ClassLoader. Fixes LOG4J2-440.;Fix NullPointerException;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Cyclic dependency with log4j-slf4j-impl in OSGi. Fixes LOG4J2-346.;Fix cyclic dependency;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;The log4j-1.2-api module didn't export any packages to OSGi. Fixes LOG4J2-345.;Fix module;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Password data from the NoSQL plugins no longer shows up in cleartext in debug logging. Fixes LOG4J2-605.;Fix leaking password;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;A StringIndexOutOfBounds exception could occur during property substitution. Fixes LOG4J2-448. Thanks to X86core.;Fix exception;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;StatusLogger was not skipping multiple instances of the FQCN class, causing messages from classes in the Verbose list to be printed. Fixes LOG4J2-597.;Fix behaviour;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add support for multiple parents to Markers. Fixes LOG4J2-585. Thanks to Bruce Brouwer.;Add support;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Introduce Java annotation processor as the new plugin pre-caching mechanism. This is available in log4j-core. All custom plugins created before this should be re-built against the current log4j-core. Fixes LOG4J2-595.;Add Java annotation processor;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Renamed SLF4J logger class to Log4jLogger. Fixes LOG4J2-564.;Rename class;Maintainability improvement
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Rework Level comparison APIs. Fixes LOG4J2-579.;Refactor;Maintainability improvement
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add org.apache.logging.log4j.Logger.getLevel(). Fixes LOG4J2-576.;Add function;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Make Blocking the default WaitStrategy for Async Loggers. Fixes LOG4J2-574.;Change strategy;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Introduce ExtendedLogger interface to facilitate implementing and extending Loggers. Fixes LOG4J2-555. Thanks to Bruce Brouwer.;Add interface;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;SyslogAppenderTest and RFC5424LayoutTest were failing in Java 8. Fixes LOG4J2-560.;Fix errors;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Allow spaces around commas in Configuration's package attribute. Fixes LOG4J2-561. Thanks to vibin.;Fix behaviour;Bug fix
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Have Logger API expose a PrintWriter instead of custom LoggerStream. Fixes LOG4J2-547. Thanks to Bruce Brouwer.;Change exposure;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add EncodingPatternConverter to escape newlines and HTML special characters. Fixes LOG4J2-439. Thanks to Bruce Brouwer.;Add class;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;	Allow header and footer to be specified as lookup patterns in PatternLayout. Fixes LOG4J2-496.;Change lookup patterns;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;	Add equals and hashcode to Log4jLogEvent. Fixes LOG4J2-499.	;Add functionality;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;SLf4JLogger is now Serializable. Fixes LOG4J2-410. Thanks to Ivlin Zeng.	;Change signature;Code redesign
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add support for configuration via YAML. Fixes LOG4J2-427. Thanks to Alexander Reelsen.;Add support;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add DateLookup and ThreadContextLookup to default lookups. Fixes LOG4J2-378.;Add classes;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Add support to add a LoggerConfig. Document two ways to modify the configuration. Fixes LOG4J2-468.;Add support;Add support for a new feature
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;Rename org.apache.logging.log4j.core.net.SocketServer to TCPSocketServer and refactor with UDP. Fixes LOG4J2-582.;Rename class;Maintainability improvement
21.06.2014;2.0;2.0-rc2;PRE-RELEASE;	Update Jackson to 2.3.2 from 2.2.2. Fixes LOG4J2-592.;Update dependency;Update dependency
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;;;
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Removed the DataSourceConnectionSource and the <DriverManager> plugin for the JDBC Appender. It is not safe to use. Please use the DataSource or factory connection sources backed by a connection pool.	;Remove plugin;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Renamed the org.apache.logging.log4j.core.appender.db.nosql.mongo package to org.apache.logging.log4j.core.appender.db.nosql.mongodb.;Rename package;Maintainability improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Renamed the org.apache.logging.log4j.core.appender.db.nosql.couch package to org.apache.logging.log4j.core.appender.db.nosql.couchdb.;Rename package;Maintainability improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;(JMX - ObjectNames changed!) Unloading one web application unloads JMX MBeans for all web applications. Fixes LOG4J2-500.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Space Level numbers by 100 instead of 1. Fixes LOG4J2-507.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed bugs where rolled log files were overwritten by RollingFile appender with composite time and size based policies. Fixes LOG4J2-531. Thanks to Geoff Ballinger.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Changed the MongoDBConnection to add a MongoDB encoding hook instead of a decoding hook. Fixes LOG4J2-475. Thanks to Matt Sicker.;Change MongoDBConnection;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	Fixed the JPAAppender's overuse of transactions by connecting (borrowing from pool) on new write internal or on flush. Fixes LOG4J2-489.;Fix overuse;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed failure of JDBC and JPA appender to properly release database connections by connecting (borrowing from pool) on new write internal or on flush. Fixes LOG4J2-457.;Fix problem;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed problem with JDBC and JPA appender connectivity in WebSphere by connecting (borrowing from pool) on new write internal or on flush. Fixes LOG4J2-442.;Fix problem;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Ensured the JDBCAppender commits transactions after a single write or a flush of multiple writes. Fixes LOG4J2-438.;Ensure transactions are commited;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed inability to recover from lost database connection in database appenders by connecting (borrowing from pool) on new write internal or on flush. Fixes LOG4J2-407.;Fix recovery;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;(JMX) JMX Client GUI should dynamically update when LoggerContext MBeans are registered/unregistered in MBean server. Fixes LOG4J2-530.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Stop AsyncLoggerConfig Disruptor thread(s), then AsyncAppender thread(s) first before stopping other appenders. Fixes LOG4J2-511. Thanks to James Pretorius.;Fix thread problems;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Stop AsyncLoggerConfig Disruptor thread(s), then AsyncAppender thread(s) first before stopping other appenders. Fixes LOG4J2-392. Thanks to ilynaf, Andre Bogus.;Fix thread problems;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;(OSGi) logging.log4j-1.2-api doesn't export the log4j API 1.2. Dependent bundles can not be resolved. Fixes LOG4J2-345. Thanks to Roland Weiglhofer, Matt Sicker.;Fix export;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;LocalizedMessage serialization is broken. Fixes LOG4J2-523.;Fix serialization;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	Fixed issues with time-based file rollover (monthly, weekly, hourly and every minute). Fixes LOG4J2-385. Thanks to Ace Funk, Porfirio Partida.;Fix issues with rollover;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;"Added a ServletContext attribute that, when set to ""true"", disables Log4j's auto-initialization in Servlet 3.0+ web applications. Fixes LOG4J2-452.";Add attribute;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Exposed Log4j web support interface and methods and the LoggerContext through ServletContext attributes so that threads not affected by filters (such as asynchronous threads) can utilize the LoggerContext. Also updated the Log4j filter so that it supports async. Fixes LOG4J2-512. Thanks to Chandra Sekhar Kakarla, Matt Sicker.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Created a utility to properly escape backslashes before creating URIs, and changed URI creation to use the utility instead of instantiating URI directly. Fixes LOG4J2-409. Thanks to Frank Steinmann, Thomas Neidhart.;Add functionality;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Changed the Servlet 3.0 auto-initializer to add the filter by class to get around a WebLogic bug. Fixes LOG4J2-344. Thanks to Keir Lawson, Tomasz Wladzinski.;Change code;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Changed the Servlet 3.0 auto-initializer so that it does nothing in a Servlet 2.5 or older application. This ensures behavioral consistency across containers. This includes additional fixes to abort initialization if a duplicate filter already exists and to check the actual Servlet EFFECTIVE version. Fixes LOG4J2-359. Thanks to Abhinav Shah.;Change code;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Switch in log4j-1.2-api Category.getEffectiveLevel has no cases for FATAL, OFF. Fixes LOG4J2-517.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Add support for custom logging levels. Fixes LOG4J2-41. Thanks to Nick Williams.;Add support;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	(JMX) Unregister all log4j JMX MBeans when the LoggerContext is stopped to allow web application classes to be GC-ed on undeploy. Fixes LOG4J2-406. Thanks to Kerrigan Joseph.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Configuration was being processed twice at startup. Fixes LOG4J2-405.;Wrong behaviour;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;"ThreadContext now uses plain ThreadLocal by default, unless system property isThreadContextMapInheritable has value ""true"". Fixes LOG4J2-479. Thanks to MK.";Change class utilization;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Configure properties and setup Interpolator before processing rest of configuration. Fixes LOG4J2-398.;Configure properties;Maintainability improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Add Stream interface to Loggers. Fixes LOG4J2-481. Thanks to Matt Sicker.;Add interface;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Update EasyMock to version 3.2. Fixes LOG4J2-490. Thanks to Matt Sicker.;Update dependency;Update dependency
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;hostName property was not being set until after the first configuration element. Fixes LOG4J2-470.;Wrong set up;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	Support arrays as sub-elements of a JSON configuration. Fixes LOG4J2-464.;Support sub-elements;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	(JMX) Fixed MalformedObjectNameException if context name contains '=' or newline characters. Fixes LOG4J2-492. Thanks to Shaddy Baddah, Herlani Junior.;Fix malformation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;(OSGi) Fix NPE during shutdown. Fixes LOG4J2-377. Thanks to Roland Weiglhofer, Matt Sicker.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed documentation for MyApp example application in the Automatic Configuration section Fixes LOG4J2-463. Thanks to Michael Diamond, Matt Sicker.;Fix documentation;Documentation
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed error in documentation code example in manual/eventlogging.html Fixes LOG4J2-408. Thanks to Dongqing Hu, Matt Sicker.;Fix documentation;Documentation
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed typo in documentation: system property should be log4j2.loggerContextFactory Fixes LOG4J2-451. Thanks to Vinay Pothnis, Matt Sicker.;Fix typo;Documentation
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	(JMX) Fixed issue where log4j2 LoggerContext did not show up in JMX GUI or JConsole. Fixes LOG4J2-443. Thanks to Colin Froggatt, Tudor Har.;Fix issue with showing up;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed issue where toString methods that perform logging could deadlock AsyncAppender. Fixes LOG4J2-485.;Fix potential deadlock;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;ResolverUtil cannot find packages in file URLs which include the '+' character. Fixes LOG4J2-445. Thanks to Anthony Baldocchi.;Resolve error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	Use the formatted Message in RFC5424Layout for non-StructuredDataMessages. Fixes LOG4J2-430. Thanks to David Gstir.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Set external context when constructing the LoggerContext. Fixes LOG4J2-459.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Cannot load log4j2 config file if path contains plus '+' characters. Fixes LOG4J2-466. Thanks to Jan Tepke.;Fix path problem;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	Fix LogEvent to never return null Level, fixes LevelPatternConverter.format may throw NPE. Fixes LOG4J2-462. Thanks to Daisuke Baba.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fix LogEvent to never return null Level, fixes ThresholdFilter throws NPE. Fixes LOG4J2-465. Thanks to Daisuke Baba.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed issue where toString methods that perform logging could deadlock AsyncLogger. Fixes LOG4J2-471. Thanks to Anthony Baldocchi.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;"Documentation fix: The attribute of Route to refer to an appender is ""ref"" not ""AppenderRef"". Fixes LOG4J2-482. Thanks to Hongdi Ren.";Documentation fix;Documentation
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Added option to toggle Thread name caching in AsyncLogger. Fixes LOG4J2-467. Thanks to Anthony Baldocchi.;Add option to toggle;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;The message and ndc fields are not JavaScript escaped in JSONLayout. Fixes LOG4J2-478. Thanks to Michael Friedmann..;Fix escape error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;RingBufferLogEvent should return Message timestamp for TimestampMessage messages. Fixes LOG4J2-455. Thanks to Robin Zhang Tao.;Change code;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;NPE in ClassLoaderContextSelector. Fixes LOG4J2-477. Thanks to Tal Liron.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;	TimeBasedTriggeringPolicy should use event time millis. Fixes LOG4J2-454. Thanks to Robin Zhang Tao.;Change output;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;BaseConfiguration class does not properly implement Configuration interface. Fixes LOG4J2-472. Thanks to Tal Liron.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;XMLLayout does not include marker name. Fixes LOG4J2-447. Thanks to Jeff Hudren, Mark Paluch, Scott Deboy.;Fix wrong implementation;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Update Flume Appender to use Flume 1.4.0. Fixes LOG4J2-453.	;Update dependency;Update dependency
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;(JMX) Added MBeans for instrumenting AsyncAppenders and AsyncLogger RingBuffers, exposing queue size, remaining capacity and other attributes. Fixes LOG4J2-423.;Add class;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Resolved memory leak by releasing reference to ThreadLocal when AsyncLogger is stopped. Fixes LOG4J2-323.;Resolve memory leak;Memory improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Resolved memory leak by populating AsyncLoggerConfigHelper ring buffer via EventTranslatorTwoArg, eliminating the need for a ThreadLocal. Fixes LOG4J2-425.;Resolve memory leak;Memory improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Create a lookup for resource bundle substitution. Fixes LOG4J2-420.;Create lookup;Add support for a new feature
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fix Event Level / LoggerConfig Level table at the architecture documentation page. Fixes LOG4J2-417.;Fix error;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Format log event time as UNIX time (seconds or milliseconds). Fixes LOG4J2-415.;Change formatting;Maintainability improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;"	@EnterpriseNumber"" was missing in the ID of structured data when RFC5424Layout is used Fixes LOG4J2-404. Thanks to Kamal Bahadur.";Missing ID;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Fixed issue that prevented Log4J from working in Google App Engine. Fixes LOG4J2-379.;Fix issue;Bug fix
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Configure FileAppender buffer size. Fixes LOG4J2-401.;Configure buffer size;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Configure RandomAccessFileAppender buffer size. Fixes LOG4J2-402.;Configure buffer size;Code redesign
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Rename package org.apache.logging.log4j.core.appender.rolling.helper to org.apache.logging.log4j.core.appender.rolling.action. Fixes LOG4J2-528.;Rename package;Maintainability improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;Resource leak in Flume appender when it cannot create a BerkeleyDB db. Fixes LOG4J2-532.;Fix leak;Memory improvement
16.02.2014;2.0;2.0-rc1;PRE-RELEASE;PatternLayout option to not output ANSI escape codes if no Console is available. Fixes LOG4J2-413.;Wrong output;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;;;
