Year,Date,Agg version,Version,Release,Changes,"",Type,General,General Category
2018,30/10/2018,1.18.,1.18.4,PATCH,"FEATURE: You can now mix @SuperBuilder and toBuilder, and toBuilder no longer throws NullPointerException if a @Singular-marked collection field is null. Issue #1324",exception:NPE,NullPointerException,Handle exception,Bug fix
2018,30/10/2018,1.18.,1.18.4,PATCH,"FEATURE: delombok now supports module paths via the --module-path option, and will automatically add lombok itself to the module path. This should make it possible to delombok your modularized projects. Issue #1848",,Adapt to newer Java version,Fix failing build,Bug fix
2018,30/10/2018,1.18.,1.18.4,PATCH,FEATURE: You can pass @args.txt to delombok to read args from the text file; useful if you have really long classpaths you need to pass to delombok. Issue #1795,,,Add functionality,Add support for a new feature
2018,30/10/2018,1.18.,1.18.4,PATCH,BUGFIX: @NoArgsConstructor(force=true) would try to initialize already initialized final fields in Eclipse. Issue #1829,,Prevent initializing already initialized fields,Fix wrong implementation,Bug fix
2018,30/10/2018,1.18.,1.18.4,PATCH,"BUGFIX: When using lombok to compile modularized (module-info.java-style) code, if the module name has dots in it, it wouldn't work. Issue #1808",exception,FilerException,Handle exception,Bug fix
2018,30/10/2018,1.18.,1.18.4,PATCH,BUGFIX: Errors about lombok not reading a module providing org.mapstruct.ap.spi when trying to use lombok in jigsaw-mode on JDK 11. Issue #1806,exception,ResolutionException,Handle exception,Bug fix
2018,30/10/2018,1.18.,1.18.4,PATCH,BUGFIX: Fix NetBeans compile on save. Issue #1770,,,Fix regression,Bug fix
2018,30/10/2018,1.18.,1.18.4,PATCH,"BUGFIX: If you manually write your builder class so you can add a few methods of your own, and those methods refer to generated methods, you'd usually run into various bizarre error messages, but only on JDK9/10/11. This one is hard to describe, but we fixed it. Issue #1907",,Adapt to newer Java version,Fix failing compilation,Bug fix
2018,26/07/2018,1.18.,1.18.2,PATCH,,,,,
2018,26/07/2018,1.18.,1.18.2,PATCH,BUGFIX: mapstruct + lombok in eclipse should hopefully work again. Issue #1359 and mapstruct issue #1159,exception,NoClassDefFoundError,Handle exception,Bug fix
2018,26/07/2018,1.18.,1.18.2,PATCH,BUGFIX: Equals and hashCode again exclude transient fields by default. Issue #1724,,Fix generating the wrong equals and hashCode,Fix wrong implementation,Bug fix
2018,26/07/2018,1.18.,1.18.2,PATCH,"BUGFIX: Eclipse 'organize imports' feature (either explicitly, or if automatically triggered on saving via 'save actions') would remove the import for lombok.var. Issue #1783",,,Fix wrong implementation,Bug fix
2018,26/07/2018,1.18.,1.18.2,PATCH,BUGFIX: Lombok and gradle v4.9 didn't work together; that's been fixed. Issue #1716 and gradle-apt-plugin issue #87,exception,ClassCastException,Handle exception,Bug fix
2018,26/07/2018,1.18.,1.18.2,PATCH,"FEATURE: You can now make builders for type hierarchies, using the new (experimental) @SuperBuilder annotation. Thanks for the contribution, Jan Rieke. @SuperBuilder documentation",,New annotation,Add annotation,Add support for a new feature
2018,26/07/2018,1.18.,1.18.2,PATCH,"FEATURE: @NoArgsConstructor, including forcing one with lombok.config: lombok.noArgsConstructor.extraPrivate=true now take any defaults set with @Builder.Default into account. Issue #1347",,,Add functionality,Add support for a new feature
2018,05/06/2018,1.18.,1.18.0,MINOR,,,,,
2018,05/06/2018,1.18.,1.18.0,MINOR,BREAKING CHANGE: The in 1.16.22 introduced configuration key lombok.noArgsConstructor.extraPrivate is now false by default. Issue #1708,,,Fix regression,Bug fix
2018,05/06/2018,1.18.,1.18.0,MINOR,"BUGFIX: Do not generate a private no-args constructor if that breaks the code. Issue #1703, Issue #1704, Issue #1712",,,Fix regression,Bug fix
2018,05/06/2018,1.18.,1.18.0,MINOR,Issue #1704,,,Fix regression,Bug fix
2018,05/06/2018,1.18.,1.18.0,MINOR,Issue #1712,,,Fix regression,Bug fix
2018,05/06/2018,1.18.,1.18.0,MINOR,BUGFIX: Using boolean parameters in lombok annotations would fail. Issue #1709,,,Fix regression,Bug fix
2018,05/06/2018,1.18.,1.18.0,MINOR,BUGFIX: Delombok would give an error message. Issue #1705,,,Fix regression,Bug fix
2018,05/06/2018,1.18.,1.18.0,MINOR,BUGFIX: Eclipse java10 var support didn't work if lombok was installed in your eclipse. Issue #1676,,,Fix regression,Bug fix
2018,05/06/2018,1.18.,1.18.0,MINOR,FEATURE: Google's Flogger (a.k.a. FluentLogger) is now available via @Flogger. Issue #1697,,Flogger,Add functionality,Add support for a new feature
2018,05/06/2018,1.18.,1.18.0,MINOR,"FEATURE: @FieldNameConstants has been extended to support prefixes and suffixes. By default, the generated constants are prefixed with FIELD_. Docs on @FieldNameConstants.",,Support prefixes and suffixes,Add functionality,Add support for a new feature
2018,29/05/2018,1.16.,1.16.22,PATCH,,,,,
2018,29/05/2018,1.16.,1.16.22,PATCH,FEATURE: Private no-args constructor for @Data and @Value to enable deserialization frameworks (like Jackson) to operate out-of-the-box. Use lombok.noArgsConstructor.extraPrivate = false to disable this behavior.,,Private no-args constructor,Add functionality,Add support for a new feature
2018,29/05/2018,1.16.,1.16.22,PATCH,"FEATURE: Methods can now be marked for inclusion in toString, equals, and hashCode generation. There is a new mechanism to mark which fields (and now, methods) are to be included or excluded for the generation of these methods: mark the relevant member with for example @ToString.Include or @EqualsAndHashCode.Exclude. ToString documentation EqualsAndHashCode documentation",,Methods can now be marked for inclusion during generation,Add functionality,Add support for a new feature
2018,29/05/2018,1.16.,1.16.22,PATCH,FEATURE: @Getter and @Setter also allow onMethod and onParam when put on a type. Issue #1653,,,Add functionality,Add support for a new feature
2018,29/05/2018,1.16.,1.16.22,PATCH,FEATURE: @FieldNameConstants is a new feature that generates string constants for your field names. Docs on @FieldNameConstants.,,Generate string constants for field names,Add functionality,Add support for a new feature
2018,29/05/2018,1.16.,1.16.22,PATCH,"PLATFORM: Lombok can be compiled on JDK10, and should run on JDK10. Issue #1693",Adapt to newer Java version,IllegalArgumentException,Handle exception,Bug fix
2018,29/05/2018,1.16.,1.16.22,PATCH,PLATFORM: lombok now counts as an incremental annotation processor for gradle. Should speed up your gradle builds considerably! Issue #1580,,Disable incremental compilation in gradle,Code refinement,Performance improvement
2018,29/05/2018,1.16.,1.16.22,PATCH,PLATFORM: Fix for using lombok together with JDK9+'s new module-info.java feature. Issue #985,,Adapt to newer Java version,Add functionality,Add support for a new feature
2018,29/05/2018,1.16.,1.16.22,PATCH,BUGFIX: Solved some issues in eclipse that resulted in error 'A save participant caused problems'. Issue #879,,error 'A save participant caused problems',Fix wrong implementation,Bug fix
2018,29/05/2018,1.16.,1.16.22,PATCH,BUGFIX: Netbeans on jdk9. Issue #1617,,Adapt to newer Java version,Fix integration with external development tool,Bug fix
2018,29/05/2018,1.16.,1.16.22,PATCH,BUGFIX: Netbeans < 9. Issue #1555,,Adapt to older Java version,Fix regression,Bug fix
2018,29/05/2018,1.16.,1.16.22,PATCH,"PROMOTION: var has been promoted from experimental to the main package with no changes. The 'old' experimental one is still around but is deprecated, and is an alias for the new main package one. var documentation.",,Move class to main package with no changes,Move file to different package,Code redesign
2018,29/05/2018,1.16.,1.16.22,PATCH,"OLD-CRUFT: lombok.experimental.Builder and lombok.experimental.Value are deprecated remnants of when these features were still in experimental. They are now removed entirely. If your project is dependent on an older version of lombok which still has those; fret not, lombok still processes these annotations. It just no longer includes them in the jar.",,,Deprecate class,Deprecate functionality
2018,09/01/2018,1.16.,1.16.20,PATCH,,,,,
2018,09/01/2018,1.16.,1.16.20,PATCH,"PLATFORM: Better support for jdk9 in the new IntelliJ, Netbeans and for Gradle.",,Adapt to newer Java version,Code refactoring,Maintainability improvement
2018,09/01/2018,1.16.,1.16.20,PATCH,"BREAKING CHANGE: lombok config key lombok.addJavaxGeneratedAnnotation now defaults to false instead of true. Oracle broke this annotation with the release of JDK9, necessitating this breaking change.",,Change default value from true to false,Change implementation,Code redesign
2018,09/01/2018,1.16.,1.16.20,PATCH,"BREAKING CHANGE: lombok config key lombok.anyConstructor.suppressConstructorProperties is now deprecated and defaults to true, that is, by default lombok no longer automatically generates @ConstructorProperties annotations. New config key lombok.anyConstructor.addConstructorProperties now exists; set it to true if you want the old behavior. Oracle more or less broke this annotation with the release of JDK9, necessitating this breaking change.",,,Deprecate method,Deprecate functionality
2018,09/01/2018,1.16.,1.16.20,PATCH,DEVELOPMENT: Compiling lombok on JDK1.9 is now possible.,,Adapt to newer Java version,Code refactoring,Maintainability improvement
2018,09/01/2018,1.16.,1.16.20,PATCH,"BUGFIX: The generated hashCode would break the contract if callSuper=true,of={}. Issue #1505",,Fix generating the wrong equals and hashCode,Fix wrong implementation,Bug fix
2018,09/01/2018,1.16.,1.16.20,PATCH,BUGFIX: delombok no longer prints the synthetic outer-class parameter. Issue #1521,,,Fix failing compilation,Bug fix
2018,09/01/2018,1.16.,1.16.20,PATCH,BUGFIX: @Builder.Default now also works when type parameters are present. Issue #1527,,,Fix failing compilation,Bug fix
2018,09/01/2018,1.16.,1.16.20,PATCH,BUGFIX: @Builder now also works on method with a generified return type. Issue #1420,,Missing type arguments for generic class List<E>,Fix warnings,Bug fix
2018,09/01/2018,1.16.,1.16.20,PATCH,"INSTALLER: By default, the lombok installer now inserts an absolute path in eclipse.ini and friends, instead of a relative path. If you want the old behavior, you can use java -jar -Dlombok.installer.fullpath=false lombok.jar.",,Change default behaviour,Change implementation,Code redesign
2017,03/07/2017,1.16.,1.16.18,PATCH,,,,,
2017,03/07/2017,1.16.,1.16.18,PATCH,PLATFORM: JDK9 support much improved since v1.16.16; Issue #985,,Adapt to newer Java version,Code refactoring,Maintainability improvement
2017,03/07/2017,1.16.,1.16.18,PATCH,BUGFIX: Lombok now works with Bazel and Error Prone. Issue #1290,Adapt to newer Java version,NullPointerException,Handle exception,Bug fix
2017,03/07/2017,1.16.,1.16.18,PATCH,"FEATURE: Lombok has a new website! A few very minor changes to the code to be more consistent with it have been added, mostly to the javadoc.",JavaDoc,Update JavaDoc,Update documentation,Documentation
2017,23/03/2017,1.16.,1.16.16,PATCH,,,,,
2017,23/03/2017,1.16.,1.16.16,PATCH,FEATURE: @Builder.Default lets you configure default values for your fields when using @Builder. See the Builder feature page for more information. Issue #1201,,Allow default values for fields,Add functionality,Add support for a new feature
2017,23/03/2017,1.16.,1.16.16,PATCH,"PLATFORM: JDK9 now supported for compilation (delomboking with java9 not yet possible). Note, you'll have to do some command line wrangling. See Issue #985",,Adapt to newer Java version,Code refactoring,Maintainability improvement
2017,23/03/2017,1.16.,1.16.16,PATCH,"BUGFIX: The onX feature (which lets you add annotations to generated methods) did not work if the annotation you added contained named parameters, and you are compiling with JDK8's javac. We can't fix this (it's a bug in javac), but we have provided an alternate, prettier way to do onX on javac8+. Issue #778 onX documentation",,Adapt to newer Java version,Fix wrong implementation,Bug fix
2017,23/03/2017,1.16.,1.16.16,PATCH,"BUGFIX: @Data and @Value now respect the configuration for field access when generating equals, hashCode and toString. Issue #1329",,,Fix wrong implementation,Bug fix
2017,23/03/2017,1.16.,1.16.16,PATCH,BUGFIX: @Builder now marks generated builder 'setters' as @Deprecated if the source field is deprecated. Issue #1342,,,Fix wrong implementation,Bug fix
2017,23/03/2017,1.16.,1.16.16,PATCH,CHANGE: @ConstructorProperties will now also be generated for private and package private constructors. This is useful for Jackson Issue #1180,,,Change implementation,Code redesign
2017,10/02/2017,1.16.,1.16.14,PATCH,,,,,
2017,10/02/2017,1.16.,1.16.14,PATCH,"FEATURE: Generated classes, methods and fields can now also annotated with @lombok.Generated Issue #1014",,"Generated classes, methods and fields can now also annotated with @lombok.Generated",Add functionality,Add support for a new feature
2017,10/02/2017,1.16.,1.16.14,PATCH,"PLATFORM: Lombok can now be used together with other annotation processors that are looking for lombok-generated methods, but only if lombok is the first annotation processor executed. The most commonly used annotation processor affected by this change is MapStruct; we've worked with the mapstruct team specifically to allow any order. Other annotation processors might follow the framework we've built to make this possible; point the authors of any such processor to us and we'll get it sorted MapStruct issue #510 Lombok issue #973",,,MapStruct,Support for external development tool
2017,10/02/2017,1.16.,1.16.14,PATCH,PLATFORM: Eclipse: Refactor script 'rename field' when lombok has also generated getters and/or setters for this field is nicer now Issue #210,,,Code refactoring,Maintainability improvement
2017,10/02/2017,1.16.,1.16.14,PATCH,BUGFIX: Something you never encountered. Issue #1274,,,Fix failing compilation,Bug fix
2017,10/02/2017,1.16.,1.16.14,PATCH,"DEPRECATION: The configuration key lombok.addGeneratedAnnotation is now deprecated, use lombok.addJavaxGeneratedAnnotation instead.",,,Deprecate method,Deprecate functionality
2016,05/12/2016,1.16.,1.16.12,PATCH,,,,,
2016,05/12/2016,1.16.,1.16.12,PATCH,"FEATURE: var is the mutable sister of val. For now experimental, and opt-in using ALLOW in the flagUsage configuration key. Thanks for the contribution, Bulgakov Alexander.",,Add support for var keyword,Add functionality,Add support for a new feature
2016,05/12/2016,1.16.,1.16.12,PATCH,CHANGE: @Value and @FieldDefaults no longer touch static fields Issue #1254,,@Value and @FieldDefaults no longer touch static fields,Change implementation,Code redesign
2016,05/12/2016,1.16.,1.16.12,PATCH,BUGFIX: val in lambda expressions now work as expected Issue #911,val,val in lambda expressions now works correctly,Fix wrong implementation,Bug fix
2016,05/12/2016,1.16.,1.16.12,PATCH,BUGFIX: Getter(lazy=true) now emits an error message when used on a transient field Issue #1236,,,Fix failing compilation,Bug fix
2016,05/12/2016,1.16.,1.16.12,PATCH,BUGFIX: Annotation Processors that use ecj internally (dagger) no longer give linkage errors Issue #1218,,,Fix integration with external development tool,Bug fix
2016,05/12/2016,1.16.,1.16.12,PATCH,PLATFORM: Red Hat JBoss Developer Studio is now correctly identified by the installer Issue #1164,,Fix failing installation,Fix integration with external development tool,Bug fix
2016,05/12/2016,1.16.,1.16.12,PATCH,BUGFIX: delombok: for-loops with initializers that are not local variables would be generated incorrectly Issue #1076,,,Fix regression,Bug fix
2016,15/07/2016,1.16.,1.16.10,PATCH,,,,,
2016,15/07/2016,1.16.,1.16.10,PATCH,FEATURE: Added support for JBoss logger Issue #1103,,JBoss logger,Add functionality,Add support for a new feature
2016,15/07/2016,1.16.,1.16.10,PATCH,ENHANCEMENT: Running javac -Xlint:all would generate a warning about unclaimed annotations Issue #1117,,,Fix failing compilation,Bug fix
2016,15/07/2016,1.16.,1.16.10,PATCH,BUGFIX: Eclipse Mars would sometimes throw a NullPointerException when using @Delegate Issue #913,exception:NPE,NullPointerException,Handle exception,Bug fix
2016,15/07/2016,1.16.,1.16.10,PATCH,ENHANCEMENT: Add support for older maven-compiler-plugin Issue #1138,,lombok 1.16 doesn't works in maven-compiler-plugin 2.3.2 or old,Fix wrong implementation,Bug fix
2016,07/03/2016,1.16.,1.16.8,PATCH,,,,,
2016,07/03/2016,1.16.,1.16.8,PATCH,PLATFORM: Starting jdk9 support: No more error message regarding pid,,Adapt to newer Java version,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,FEATURE: @Builder updates: It now generates clearFieldName() methods if @Singular is used. Issue #967.,,Generates clearFieldName() methods,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,FEATURE: @Builder updates: The annotation can now be put on instance methods. Issue #63.,,Put annotation on instance methods,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,FEATURE: @Builder updates: @Singular now supports guava's ImmutableTable Issue #937.,,Support guava's ImmutableTable,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,"FEATURE: A lombok.config key can now be used to make your fields final and/or private... everywhere. We'll be monitoring the performance impact of this for a while. We'll touch every source file if you turn these on, and even if you don't, we have to call into the lombok config system for every file.",,Make fields final and/or private,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,FEATURE: A lombok.config key can now be used to set the default behaviour of @EqualsAndHashCode when generating methods for a class that extends something in regards to calling the superclass implementations of equals and hashCode or not. Issue #965.,,Set default behaviour of class,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,FEATURE: Putting @Wither on abstract classes now generates something slightly more useful: An abstract wither method. Issue #945.,,An abstract wither method,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,BUGFIX: @Helper used to only be be legal in pretty specific places; now it works just about everywhere.,,,Fix wrong implementation,Bug fix
2016,07/03/2016,1.16.,1.16.8,PATCH,BUGFIX: lambdas with 1 argument that has an explicit type did not pretty print correctly. Issue #972.,,,Fix pretty printing,Bug fix
2016,07/03/2016,1.16.,1.16.8,PATCH,"BUGFIX: When using delombok, a source file with only @NonNull annotations on parameters as lombok feature would not get properly delomboked. Issue #950.",,,Fix wrong implementation,Bug fix
2016,07/03/2016,1.16.,1.16.8,PATCH,BUGFIX: @Delegate in javac would generate arrays instead of varargs parameters. Issue #932.,,,Fix returning wrong output,Bug fix
2016,07/03/2016,1.16.,1.16.8,PATCH,BUGFIX: @Value and @FieldDefaults no longer make uninitialized static fields final. Issue #928.,,,Fix failing compilation,Bug fix
2016,07/03/2016,1.16.,1.16.8,PATCH,ENHANCEMENT: @Builder.ObtainVia now has @Retention(SOURCE) Issue #986.,,,Add functionality,Add support for a new feature
2016,07/03/2016,1.16.,1.16.8,PATCH,"ENHANCEMENT: Putting @NonNull on a parameter of an abstract method no longer generates a warning, to allow you to use this annotation to document intended behaviour Issue #807.",,,Fix warnings,Bug fix
2015,18/08/2015,1.16.,1.16.6,PATCH,,,,,
2015,18/08/2015,1.16.,1.16.6,PATCH,FEATURE: @Helper can be placed on method-local inner classes to make all methods in the class accessible to the rest of the method. Full documentation.,,Make all methods in the class accessible to the rest of the method,Add functionality,Add support for a new feature
2015,18/08/2015,1.16.,1.16.6,PATCH,"FEATURE: @Builder(toBuilder = true) is now available. It produces an instance method that creates a new builder, initialized with all the values of that instance. For more, read the Feature page on Builder.",,"Produce an instance method that creates a new builder, initialized with all the values of that instance",Add functionality,Add support for a new feature
2015,18/08/2015,1.16.,1.16.6,PATCH,"FEATURE: the hashCode() method generated by lombok via @EqualsAndHashCode, @Data, and @Value is now smarter about nulls; they are treated as if they hash to a magic prime instead of 0, which reduces hash collisions.",,Reduces hash collisions,Code refinement,Performance improvement
2015,18/08/2015,1.16.,1.16.6,PATCH,FEATURE: @NoArgsConstructor(force = true) can be used to create no args constructors even if final fields are present.,,Create no args constructors even if final fields are present,Add functionality,Add support for a new feature
2015,18/08/2015,1.16.,1.16.6,PATCH,BUGFIX: Parameterized static methods with @Builder would produce compiler errors in javac. Issue #828.,,,Fix failing compilation,Bug fix
2015,18/08/2015,1.16.,1.16.6,PATCH,BUGFIX: The new annotations-on-types feature introduced in JDK8 did not delombok correctly. Issue #855.,,Adapt to newer Java version,Fix wrong implementation,Bug fix
2015,18/08/2015,1.16.,1.16.6,PATCH,PERFORMANCE: the config system caused significant slowdowns in eclipse if the filesystem is very slow (network file system) or has a slow authentication system.,,,Code refinement,Performance improvement
2015,18/08/2015,1.16.,1.16.6,PATCH,BUGFIX: Various quickfixes in Eclipse Mars were broken. Issue #861 Issue #866 Issue #870.,,,Fix regression,Bug fix
2015,18/08/2015,1.16.,1.16.6,PATCH,-,,,Fix regression,Bug fix
2015,18/08/2015,1.16.,1.16.6,PATCH,-,,,Fix regression,Bug fix
2015,14/04/2015,1.16.,1.16.4,PATCH,,,,,
2015,14/04/2015,1.16.,1.16.4,PATCH,BUGFIX: Lombok now works with Eclipse Mars.,,,Fix wrong implementation,Bug fix
2015,14/04/2015,1.16.,1.16.4,PATCH,BUGFIX: @UtilityClass could result in uninitialized static variables if compiled with ecj/eclipse. Issue #839,,Avoid having uninitialized static variables,Fix wrong implementation,Bug fix
2015,14/04/2015,1.16.,1.16.4,PATCH,"BUGFIX: This version of lombok has a refactored launcher (the one introduced in v1.16.0), which fixes various bugs related to errors in eclipse concerning loading classes, failure to find lombok classes, and errors on ClassLoaders. Probably impacts issues Issue #767 and Issue #826.",exception,LinkageError,Handle exception,Bug fix
2015,14/04/2015,1.16.,1.16.4,PATCH,-,,,Fix failing compilation,Bug fix
2015,10/02/2015,1.16.,1.16.2,PATCH,,,,,
2015,10/02/2015,1.16.,1.16.2,PATCH,FEATURE: The config key lombok.extern.findbugs.addSuppressFBWarnings can now be used to add findbugs suppress warnings annotations to all code lombok generates. This addresses feature request Issue #737.,,Add findbugs suppress warnings annotations to all code lombok generates,Add functionality,Add support for a new feature
2015,10/02/2015,1.16.,1.16.2,PATCH,"FEATURE: New lombok annotation: @UtilityClass, for making utility classes (not instantiable, contains only static 'function' methods). See the feature documentation for more information.",,New annotation,Add annotation,Add support for a new feature
2015,10/02/2015,1.16.,1.16.2,PATCH,BUGFIX: The ant delombok task was broken starting with v1.16.0. Note that the task def class has been changed; taskdef lombok.delombok.ant.Tasks$Delombok instead of the old lombok.delombok.ant.DelombokTask. Issue #810.,,,Fix regression,Bug fix
2015,10/02/2015,1.16.,1.16.2,PATCH,BUGFIX: val in javac would occasionally fail if used inside inner classes. This is (probably) fixed. Issue #729 and Issue #616.,val,,Fix failing compilation,Bug fix
2015,10/02/2015,1.16.,1.16.2,PATCH,-,exception:NPE,NullPointerException,Handle exception,Bug fix
2015,10/02/2015,1.16.,1.16.2,PATCH,"BUGFIX: Starting with v1.16.0, lombok would fail to execute as an executable jar if it was in a path with spaces in it. Issue #812.",,,Fix regression,Bug fix
2015,10/02/2015,1.16.,1.16.2,PATCH,BUGFIX: v1.16.0 did not work in old eclipse versions (such as eclipse indigo). Issue #818.,eclipse,,Fix regression,Bug fix
2015,26/01/2015,1.16.,1.16.0,MINOR,,,,,
2015,26/01/2015,1.16.,1.16.0,MINOR,"BUGFIX: @ExtensionMethod was broken in Eclipse using java 8. Issue #777, Issue #782",eclipse,Adapt to newer Java version,Fix wrong implementation,Bug fix
2015,26/01/2015,1.16.,1.16.0,MINOR,"BUGFIX: delombok: Using exotic characters in your source files would overzealously backslash-u escape them. Now, all characters are printed unescaped, assuming your chosen encoding can support them. Otherwise, they are escaped. Issue #794",,,Fix returning wrong output,Bug fix
2015,26/01/2015,1.16.,1.16.0,MINOR,"PROMOTION: @Builder has graduated from experimental to the main package with a few changes (addition of @Singular, removal of the fluent and chain options). The old one still exists and has been deprecated.",,Move class to main package with a few changes ,Move file to different package,Code redesign
2015,26/01/2015,1.16.,1.16.0,MINOR,"FEATURE: @Builder now supports adding the @Singular annotation to any field/parameter that represents a collection, which results in a method in the generated builder that takes in one element of that collection and adds it. Lombok takes care of generating the appropriate code to produce a compacted immutable version of the appropriate type. In this version, java.util collections and guava's ImmutableCollections are supported. See the feature documentation for more information.",,Add the @Singular annotation to java.util collections and guava's ImmutableCollections,Add functionality,Add support for a new feature
2015,26/01/2015,1.16.,1.16.0,MINOR,"FEATURE: Added a launcher to the lombok boot process which removes the need for -Xbootclasspath to be in your eclipse.ini file, and removes all non-public API and third party dependencies (such as ASM) from the lombok jar, thus removing them from your IDE's auto complete offerings in any project that uses lombok. For those debugging lombok, the launcher enables hot code replace which makes debugging a lot easier, as previously one was required to shut down the IDE, rebuild the jar, and relaunch. Add -Dshadow.override.lombok=/path/to/lombok/bin to the launch target for hot code replace.",,Added a launcher to the lombok boot process,Add functionality,Add support for a new feature
2014,15/09/2014,1.14.,1.14.8,PATCH,,,,,
2014,15/09/2014,1.14.,1.14.8,PATCH,PERFORMANCE: The configuration system typically hit the filesystem twice per read configuration key instead of hardly ever. This is a continuation of Issue #717.,eclipse,Fix slow performance,Fix regression,Bug fix
2014,02/09/2014,1.14.,1.14.6,PATCH,,,,,
2014,02/09/2014,1.14.,1.14.6,PATCH,BUGFIX: Usage of val would break starting with JDK8 release 1.8.0_20. Issue #766,val,Adapt to newer Java version,Fix wrong implementation,Bug fix
2014,02/09/2014,1.14.,1.14.6,PATCH,"BUGFIX: Depending on your eclipse project setup, releases v1.14.0 through v1.14.4 could noticably slow down your eclipse. Issue #717.",eclipse,Fix slow performance,Fix regression,Bug fix
2014,01/07/2014,1.14.,1.14.4,PATCH,,,,,
2014,01/07/2014,1.14.,1.14.4,PATCH,BUGFIX: GWT produces errors in handlers on line 1 in any source files that use lombok; this has been fixed. Issue #734,,Fix failining compilation,Fix regression,Bug fix
2014,01/07/2014,1.14.,1.14.4,PATCH,BUGFIX-IN-PROGRESS: Many pathfinder issues in eclipse (see the bugfix in progress in v1.14.2) have now been fixed. Issue #717,eclipse,Fix slow performance,Fix regression,Bug fix
2014,10/06/2014,1.14.,1.14.2,PATCH,,,,,
2014,10/06/2014,1.14.,1.14.2,PATCH,BUGFIX: syntax highlighting in eclipse will become weird and auto-complete may stop working amongst other eclipse features in v1.14.0 (regression from v1.12.6). Issue #723,,Syntax highlighting for annotations are not working,Fix wrong implementation,Bug fix
2014,10/06/2014,1.14.,1.14.2,PATCH,FEATURE: Added @Tolerate; put this annotation on any method or constructor and lombok will skip it when considering whether or not to generate a method or constructor. This is useful if the types of the parameters of your method do not clash with what lombok would generate.,,New annotation,Add annotation,Add support for a new feature
2014,10/06/2014,1.14.,1.14.2,PATCH,"FEATURE: Added config key lombok.getter.noIsPrefix, which lets you disable use and generation of isFoo(), instead going with getFoo(), for {@code boolean} fields.",,Disable use and generation of method,Add functionality,Add support for a new feature
2014,10/06/2014,1.14.,1.14.2,PATCH,BUGFIX: Errors in the eclipse log with IndexOutOfBound: 2 in ASTConverter.convertType. Issue #721,eclipse,IndexOutOfBoundsException,Handle exception,Bug fix
2014,10/06/2014,1.14.,1.14.2,PATCH,"BUGFIX-IN-PROGRESS: As yet unknown conditions in eclipse result in lots of IllegalArgumentException in the log with message ""Path must include project and resource name"". Also, 'invalid URL' or 'URI not absolute' errors can occur when using exotic file system abstractions such as Jazz. These bugs haven't been fixed, but instead of catastrophic failure, warning logs will be emitted instead. Issue #717",exception,IllegalArgumentException,Handle exception,Bug fix
2014,10/06/2014,1.14.,1.14.2,PATCH,BUGFIX: mvn builds fail with a 'URI not absolute' exception. Issue #718,exception,IllegalArgumentException,Handle exception,Bug fix
2014,27/05/2014,1.14.,1.14.0,MINOR,,,,,
2014,27/05/2014,1.14.,1.14.0,MINOR,"FEATURE: You can now configure aspects of lombok project wide (or even workspace wide, or just for a single package) via the configuration system. You can configure many things; run java -jar lombok.jar config -gv for the complete list.",,Configure aspects of lombok project wide,Add functionality,Add support for a new feature
2014,27/05/2014,1.14.,1.14.0,MINOR,"DEPRECATION: @Delegate has been moved to lombok.experimental.Delegate, and corner cases such as recursive delegation (delegating a type that itself has fields or methods annotated with @Delegate) are now error conditions. See the feature documentation for more information.",,Moved to lombok.experimental.Delegate,Deprecate annotation,Deprecate functionality
2014,27/05/2014,1.14.,1.14.0,MINOR,"FEATURE: It is now possible to put annotations, such as @Nullable, on the one parameter of generated equals() methods by specifying the onParam= option on @EqualsAndHashCode, similar to how that feature already exists for @Setter. Issue #709",,Put annotations on the one parameter of generated equals() methods,Add functionality,Add support for a new feature
2014,27/05/2014,1.14.,1.14.0,MINOR,CHANGE: suppressConstructorProperties should now be configured via lombok configuration. Issue #694,,,Change implementation,Code redesign
2014,27/05/2014,1.14.,1.14.0,MINOR,"CHANGE: The canEqual method generated by @EqualsAndHashCode, @Value and @Data is now protected instead of public. Issue #695",,Make mthod protected instead of public,Change access modifier,Code redesign
2014,27/05/2014,1.14.,1.14.0,MINOR,"BUGFIX: Major work on improving support for JDK8, both for javac and eclipse.",,Adapt to newer Java version,Fix wrong implementation,Bug fix
2014,27/05/2014,1.14.,1.14.0,MINOR,BUGFIX: Deadlocks would occasionally occur in eclipse when using lazy getters Issue #625,,,Fix deadlock,Bug fix
2014,27/05/2014,1.14.,1.14.0,MINOR,BUGFIX: Usage of @SneakyThrows with a javac from JDK8 with -target 1.8 would result in a post compiler error. Issue #690,,Adapt to newer Java version,Fix failing compilation,Bug fix
